"Timestamp","What do you enjoy playing in Generals Zero Hour?","Do you participate in Multiplayer leagues, tournaments or challenges?","What platform(s) do you use when playing Multiplayer?","Do you use any optional tools?","When playing a match in Singleplayer or Multiplayer, do you encounter any gameplay issues that are frustrating?","When playing a match in Multiplayer, do you encounter any faction (army) balancing issues that appear unfair?","All Community Mods aside, how happy are you with the overall state of original Zero Hour 1.04 Version?","If Electronic Arts (EA) was to patch Generals Zero Hour 1.04 today and fix exploits, bugs and improve performance, graphics, sounds and imbalances, how happy would you be about it?","If Community Users were to patch Generals Zero Hour 1.04 today and fix exploits, bugs and improve performance, graphics, sounds and imbalances, how happy would you be about it?","What patch changes would be be acceptable for you beyond fixes and improvements with mainly Multiplayer in mind?","If an original game feature is bugged and its use has been accepted as not cheating/exploiting, would you prefer the bug to be fixed, even if it meant the gameplay changed because of it?","If an original game feature is imbalanced and impossible to fix by just changing build cost and build time, would you prefer the imbalance to be fixed, even if it meant the gameplay changed because of it?","If Community Users would release and distribute a new patch with fixes and improvements, would you be concerned about its adoption success by the general Multiplayer population? (Player base split)","Would a new patch with fixes and improvements be an incentive for you to play more Multiplayer?","Here you can write anything that is on your mind related to this questionnaire. What do you find frustrating? What would you like to see improved?"
"2021/08/29 1:25:09 PM GMT+2","Multiplayer;Mods (ROTR, Shockwave, Contra, ...)","No","CNC Online (Revora)","GenTool (latest);ControlBarPro;GenPatcher","Yes, sometimes","Yes, a few","3","1","5","Ingame Interface changes;Audio and visual changes for existing units, buildings and powers","Yes","Yes","Yes","Yes","actually i think its just a tiny heacs up  if you beautifull peeps get that patch done im a bit concerned about 3 things: how will it impact mods can we still mod patched games or will we have to adjust mods and updates for it? 
will genpatcher still work with the patch? or will it be not needed anymore? its just that genpatcher made our work from tech support a bit more  easy and i heard that there is a new one in the works but how will the patch affect it and how will it affect the general state of the game in terms of tech support? 
thas for me personally the importanst one tbh how is it with cracks or irated copys will the patch work for them and maybe also render them playable online or wil it be able to detect some of them? since if we would publish a patch that supports cracks then EA might get a bit spicy i think    anyways those were all my kinda concerns i had  one last thing the survey does not seem to get that much positive response from what i heard some peeps think that some of the question are just straight up dumb  you may or may not want to take a look into that and see what the majority of the persons say maybe just add a scale from 1 to 10 on how good this survey was "
"2021/08/29 1:35:23 PM GMT+2","Mods (ROTR, Shockwave, Contra, ...)","No","Radmin","GenTool (latest)","Yes, sometimes","Yes, a few","4","5","5","","Yes, if the impact is small and the balance is adjusted accordingly","Yes, if the impact is small","Yes, a bit","Yes",""
"2021/08/29 1:37:34 PM GMT+2","Singleplayer;Multiplayer;Mods (ROTR, Shockwave, Contra, ...)","No","Radmin;Other","GenTool (latest)","Yes, sometimes","Yes, a few","3","5","5","Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes, if the impact is small and the balance is adjusted accordingly","Yes, if the impact is small","Yes, a bit","Yes",""
"2021/08/29 1:38:54 PM GMT+2","Mods (ROTR, Shockwave, Contra, ...)","No","Radmin","","Yes, sometimes","Yes, a few","5","5","4","Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes, if the impact is small and the balance is adjusted accordingly","Yes, if the impact is small","Yes","Yes",""
"2021/08/29 1:42:32 PM GMT+2","Multiplayer","Yes","GameRanger;Radmin;CNC Online (Revora)","GenTool (latest);ControlBarPro;GenPatcher","Yes, sometimes","Yes, many","3","5","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers","No","No","Yes, a bit","Yes",""
"2021/08/29 1:45:01 PM GMT+2","Singleplayer;Multiplayer;Mods (ROTR, Shockwave, Contra, ...)","Yes","GameRanger;Radmin","GenTool (latest);Maphack","Yes, often","Yes, many","2","5","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes, if the impact is small and the balance is adjusted accordingly","Yes, if the impact is small","No","Yes","Give SWG crusaders,let jarmen take 2 path hits, less CD on SW's"
"2021/08/29 1:46:55 PM GMT+2","Multiplayer","No","GameRanger;Radmin","GenTool (old);GenPatcher","Yes, sometimes","Yes, many","4","5","5","New factions (armies)","Yes","Yes, if the impact is small","Yes, a bit","Yes","i want DC bug to be removed"
"2021/08/29 1:47:16 PM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","Other","Other","Yes, often","No","1","5","5","Menu changes","No","No","No","No, less","The most frustrating thing i find is the Sheer lack of support for origin and the inability for people to apperntly seemingly understand NOT EVERYONE OWNS A PHYSICAL COPY NOW"
"2021/08/29 1:48:49 PM GMT+2","Multiplayer","No","GameRanger;Hamachi","GenTool (latest);GenTool (old)","No","Yes, a few","5","3","5","Menu changes;Ingame Interface changes;Damage, Speed, Health changes for existing units, buildings and powers","No","No","Yes","No, same",""
"2021/08/29 1:51:40 PM GMT+2","Multiplayer","Yes","GameRanger;CNC Online (Revora)","GenTool (latest)","Yes, sometimes","No","5","5","5","Audio and visual changes for existing units, buildings and powers;New factions (armies)","Yes","No","Yes","Yes","The only improvement I would like to see is bug fixing for example not being able to move the units when there are to many on the map and/or serious error - data not synchronized."
"2021/08/29 1:55:12 PM GMT+2","Singleplayer","No","CNC Online (Revora)","GenTool (latest)","Yes, sometimes","No","5","5","5","Menu changes;Ingame Interface changes;Gameplay or functionality changes for existing units, buildings and powers;New factions (armies)","Yes, if the impact is small and the balance is adjusted accordingly","Yes","No","Yes",""
"2021/08/29 1:58:00 PM GMT+2","Mods (ROTR, Shockwave, Contra, ...)","No","Other","Maphack","Yes, sometimes","No","2","4","1","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","No","No","No","No, less","The lag of single player in zero hour has always been an issue, but I think EA never imagined the kind of mods there are now, ie ROTR and PFB which are obviously massive and eat the ram and memory as the original game was never built for such epics. However, as I never play online, I think the cheat system / exploits should be allowed to stay for sole single players who like to skirmish against the AI. For me in particular its nice to see what all the factions have to offer in an instant, by using exploits and cheats so you get a feel for which side you really like, then to play against the AI without cheats, but they are there if you must. "
"2021/08/29 1:59:53 PM GMT+2","Multiplayer","Yes","GameRanger;Radmin;CNC Online (Revora)","GenTool (latest);ControlBarPro","Yes, sometimes","Yes, many","4","5","5","Gameplay or functionality changes for existing units, buildings and powers","No","Yes","Yes","Yes","anything that fix the bugs/problems/lag issues would be nice . thanks ."
"2021/08/29 2:02:33 PM GMT+2","Multiplayer","No","CNC Online (Revora)","GenTool (latest);GenPatcher","Yes, sometimes","Yes, a few","4","5","5","Audio and visual changes for existing units, buildings and powers","Yes","Yes, if the impact is small","No","No, same","Make quickmatch great again."
"2021/08/29 2:03:47 PM GMT+2","Singleplayer;Multiplayer","No","Radmin","GenTool (latest)","Yes, often","Yes, a few","3","4","3","Menu changes;Ingame Interface changes;New units, buildings or powers;New factions (armies)","Yes, if the impact is small and the balance is adjusted accordingly","Yes, if the impact is small","No","Yes","Game is some times laggy and one issue with Russian tanks is they jumble up specially sentenial tank and their movement are very messy they start moving up in reverse "
"2021/08/29 2:07:35 PM GMT+2","Singleplayer;Multiplayer","No","GameRanger;Radmin;Hamachi;CNC Online (Revora)","GenTool (latest)","No","Yes, a few","5","5","5","Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes, if the impact is small and the balance is adjusted accordingly","No","Yes","Yes",""
"2021/08/29 2:07:38 PM GMT+2","Multiplayer","Yes","GameRanger;Radmin","GenTool (latest);ControlBarPro;GenPatcher","Yes, sometimes","Yes, many","3","5","5","New factions (armies)","Yes","Yes","No","Yes",""
"2021/08/29 2:15:29 PM GMT+2","Multiplayer","Yes","GameRanger;Radmin;CNC Online (Revora)","GenTool (latest);ControlBarPro","Yes, sometimes","Yes, many","4","4","3","Menu changes;Ingame Interface changes","Yes, if the impact is small and the balance is adjusted accordingly","Yes, if the impact is small","Yes, a bit","No, same",""
"2021/08/29 2:20:47 PM GMT+2","Multiplayer","Yes","GameRanger;Radmin;CNC Online (Revora)","GenTool (latest);GenPatcher","Yes, often","Yes, a few","3","5","5","Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;New factions (armies)","Yes, if the impact is small and the balance is adjusted accordingly","No","No","Yes",""
"2021/08/29 2:37:22 PM GMT+2","Singleplayer;Multiplayer;Mods (ROTR, Shockwave, Contra, ...)","No","GameRanger;Radmin;CNC Online (Revora)","GenTool (latest)","Yes, often","Yes, a few","4","3","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes","Yes","Yes","Yes","An in-game menu when hosting a game that pops up when clicking a button to set all the rules in detail that host can change and players can see, rules like no rush, no auroras nuke migs demo upgrade etc. Would be nice but that's just my idea how to enforce rules which a lot of players really care about"
"2021/08/29 2:39:45 PM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","","Hamachi","GenTool (latest);ControlBarPro","Yes, sometimes","","4","4","5","","Yes, if the impact is small","Yes","No","No, same",""
"2021/08/29 2:47:03 PM GMT+2","Singleplayer;Multiplayer;Mods (ROTR, Shockwave, Contra, ...)","No","GameRanger;Radmin;CNC Online (Revora)","GenTool (latest);Other","Yes, often","Yes, a few","2","4","3","Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers","Yes","Yes","Yes, a bit","Yes",""
"2021/08/29 2:47:52 PM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","GameRanger;Radmin","","Yes, sometimes","","3","4","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes, if the impact is small","Yes","Yes, a bit","No, same",""
"2021/08/29 2:48:42 PM GMT+2","Mods (ROTR, Shockwave, Contra, ...)","No","Radmin","GenTool (latest)","Yes, sometimes","No","4","5","4","New units, buildings or powers;New factions (armies)","Yes, if the impact is small and the balance is adjusted accordingly","Yes, if the impact is small","Yes","No, same",""
"2021/08/29 2:49:48 PM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","","","Yes, sometimes","","4","5","4","Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers","Yes, if the impact is small and the balance is adjusted accordingly","Yes, if the impact is small","","Yes",""
"2021/08/29 2:50:25 PM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","","GenTool (latest)","Yes, sometimes","No","4","5","5","Ingame Interface changes;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes, if the impact is small and the balance is adjusted accordingly","Yes","Yes, a bit","No, same",""
"2021/08/29 2:50:35 PM GMT+2","Singleplayer;Multiplayer;Mods (ROTR, Shockwave, Contra, ...)","No","","","Yes, sometimes","No","5","5","5","Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes","Yes","No","Yes","Al commands lags are the worst and the most killing issue. If a patch can be done to fix it while being compatible with all other mods, this will be my lucky day"
"2021/08/29 2:52:20 PM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","CNC Online (Revora)","GenTool (latest);ControlBarPro","Yes, sometimes","No","3","5","5","Audio and visual changes for existing units, buildings and powers;New units, buildings or powers","Yes","Yes","Yes","Yes","Crashes, Graphics Error, and Lagging"
